,BASIN,CYCLONE NO,DATE,TECHNUM,TECH,TAU,LAT,LON,VMAX,MSLP,TYPE,RAD,WINDCODE,RAD1,RAD2,RAD3,RAD4,P Outer,R Outer,RMW,GUSTS,EYE,SUBREGION,MAXSEAS,INITIALS,DIR,SPEED,NAME,DEPTH,SEAS,SEASCODE,SEAS1,SEAS2,SEAS3,SEAS4,TIME
2562,AL,B5,2020-08-10 06:00:00,,BEST,0,101N,314W,25,1009,DB,0,,0,0,0,0,1013,150,50,35,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,6
2563,AL,B5,2020-08-10 12:00:00,,BEST,0,103N,327W,25,1009,DB,0,,0,0,0,0,1013,150,50,35,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,12
2564,AL,B5,2020-08-10 18:00:00,,BEST,0,108N,340W,25,1009,LO,0,,0,0,0,0,1012,150,40,0,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,18
2565,AL,B5,2020-08-11 00:00:00,,BEST,0,110N,354W,25,1009,DB,0,,0,0,0,0,1012,150,50,0,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,0
2566,AL,B5,2020-08-11 06:00:00,,BEST,0,112N,368W,30,1008,DB,0,,0,0,0,0,1012,150,40,40,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,6
2567,AL,B5,2020-08-11 12:00:00,,BEST,0,114N,382W,30,1007,LO,0,,0,0,0,0,1011,150,40,40,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,12
2568,AL,B5,2020-08-11 18:00:00,,BEST,0,116N,396W,30,1007,LO,34,NEQ,0,0,0,0,1011,150,60,40,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,18
2569,AL,C2,2020-09-03 12:00:00,,BEST,0,115N,186W,15,0,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS035,,0,,0,0,0,0,12
2570,AL,C2,2020-09-03 18:00:00,,BEST,0,120N,201W,15,0,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS035,,0,,0,0,0,0,18
2571,AL,C2,2020-09-04 00:00:00,,BEST,0,124N,219W,15,0,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS035,,0,,0,0,0,0,0
2572,AL,C2,2020-09-04 06:00:00,,BEST,0,129N,234W,15,0,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS035,,0,,0,0,0,0,6
2573,AL,C2,2020-09-04 12:00:00,,BEST,0,137N,246W,25,0,DB,0,,0,0,0,0,1011,180,50,0,0,,0,,0,0,GENESIS035,,0,,0,0,0,0,12
2574,AL,C2,2020-09-04 18:00:00,,BEST,0,152N,252W,25,1009,DB,0,,0,0,0,0,1011,180,50,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
2575,AL,C2,2020-09-05 00:00:00,,BEST,0,163N,272W,25,1009,DB,0,,0,0,0,0,1011,180,50,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
2576,AL,C2,2020-09-05 06:00:00,,BEST,0,168N,290W,25,1009,DB,0,,0,0,0,0,1011,180,50,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,6
2577,AL,C2,2020-09-05 12:00:00,,BEST,0,175N,310W,25,1009,DB,0,,0,0,0,0,1011,180,50,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
2578,AL,C2,2020-09-05 18:00:00,,BEST,0,183N,335W,25,1009,DB,0,,0,0,0,0,1011,180,50,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
2579,AL,C2,2020-09-06 00:00:00,,BEST,0,182N,353W,25,1009,DB,0,,0,0,0,0,1011,180,50,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
2580,AL,C2,2020-09-06 06:00:00,,BEST,0,180N,380W,30,1007,DB,0,,0,0,0,0,1011,180,50,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,6
2581,AL,C2,2020-09-06 12:00:00,,BEST,0,167N,395W,30,1006,DB,0,,0,0,0,0,1010,180,50,40,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
2582,AL,C2,2020-09-06 18:00:00,,BEST,0,167N,406W,30,1006,LO,0,,0,0,0,0,1010,180,50,40,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
2583,AL,C2,2020-09-07 00:00:00,,BEST,0,170N,413W,30,1006,LO,34,NEQ,0,0,0,0,1010,180,50,40,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,0
2584,AL,B3,2020-05-30 18:00:00,,BEST,0,121N,911W,25,1006,TD,0,,0,0,0,0,1010,300,80,0,0,,0,,0,0,GENESIS004,,0,,0,0,0,0,18
2585,AL,B3,2020-05-31 00:00:00,,BEST,0,127N,907W,30,1005,TD,0,,0,0,0,0,1009,270,60,0,0,,0,,0,0,GENESIS004,,0,,0,0,0,0,0
2586,AL,B3,2020-05-31 06:00:00,,BEST,0,133N,905W,35,1003,TS,34,NEQ,30,40,0,0,1009,270,40,0,0,,0,,0,0,GENESIS004,,0,,0,0,0,0,6
2587,AL,B3,2020-05-31 12:00:00,,BEST,0,142N,903W,35,1003,DB,34,NEQ,30,40,0,0,1009,240,30,0,0,,0,,0,0,GENESIS004,,0,,0,0,0,0,12
2588,AL,B3,2020-05-31 18:00:00,,BEST,0,154N,901W,25,1007,LO,0,,0,0,0,0,1010,180,30,0,0,,0,,0,0,GENESIS004,,0,,0,0,0,0,18
2589,AL,B3,2020-06-01 00:00:00,,BEST,0,165N,900W,20,1007,LO,0,,0,0,0,0,1010,270,80,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
2590,AL,B3,2020-06-01 06:00:00,,BEST,0,176N,900W,25,1007,LO,0,,0,0,0,0,1010,150,80,35,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,6
2591,AL,B3,2020-06-01 12:00:00,,BEST,0,189N,903W,25,1007,LO,0,,0,0,0,0,1010,150,80,35,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,12
2592,AL,B3,2020-06-01 18:00:00,,BEST,0,195N,909W,25,1008,LO,34,NEQ,0,0,0,0,1010,180,80,35,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,18
2593,AL,15,2020-08-30 18:00:00,,BEST,0,302N,807W,25,1011,LO,34,NEQ,0,0,0,0,1013,100,60,0,0,,0,,0,0,GENESIS034,,0,,0,0,0,0,18
2594,AL,15,2020-08-31 00:00:00,,BEST,0,302N,794W,25,1010,LO,34,NEQ,0,0,0,0,1013,100,60,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
2595,AL,15,2020-08-31 06:00:00,,BEST,0,306N,782W,30,1009,TD,34,NEQ,0,0,0,0,1013,100,40,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,6
2596,AL,15,2020-08-31 12:00:00,,BEST,0,315N,774W,30,1009,TD,34,NEQ,0,0,0,0,1013,100,60,35,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
2597,AL,15,2020-08-31 18:00:00,,BEST,0,322N,769W,30,1008,TD,34,NEQ,0,0,0,0,1013,100,90,40,0,L,0,,0,0,FIFTEEN,S,0,,0,0,0,0,18
2598,AL,15,2020-09-01 00:00:00,,BEST,0,329N,762W,30,1007,TD,34,NEQ,0,0,0,0,1013,100,80,40,0,L,0,,0,0,FIFTEEN,S,0,,0,0,0,0,0
2599,AL,15,2020-09-01 06:00:00,,BEST,0,338N,750W,30,1005,TD,34,NEQ,0,0,0,0,1013,100,70,40,0,L,0,,0,0,FIFTEEN,S,0,,0,0,0,0,6
2600,AL,15,2020-09-01 12:00:00,,BEST,0,346N,737W,35,1003,TS,34,NEQ,0,70,0,0,1013,100,60,40,0,L,0,,0,0,FIFTEEN,S,12,NEQ,30,30,30,30,12
2601,AL,15,2020-09-01 18:00:00,,BEST,0,352N,722W,35,1003,TS,34,NEQ,0,70,0,0,1013,110,60,40,0,L,0,,0,0,OMAR,S,0,,0,0,0,0,18
2602,AL,15,2020-09-02 00:00:00,,BEST,0,358N,707W,35,1003,TS,34,NEQ,0,70,0,0,1012,120,60,45,0,L,0,,0,0,OMAR,S,0,,0,0,0,0,0
2603,AL,15,2020-09-02 06:00:00,,BEST,0,361N,693W,35,1003,TS,34,NEQ,0,70,0,0,1012,120,60,45,0,L,0,,0,0,OMAR,S,12,NEQ,0,50,50,0,6
2604,AL,15,2020-09-02 12:00:00,,BEST,0,362N,680W,35,1003,TS,34,NEQ,0,70,0,0,1012,120,60,45,0,L,0,,0,0,OMAR,S,12,NEQ,0,50,50,0,12
2605,AL,15,2020-09-02 18:00:00,,BEST,0,362N,664W,35,1004,TS,34,NEQ,0,70,0,0,1013,120,60,40,0,L,0,,0,0,OMAR,S,12,NEQ,0,50,50,0,18
2606,AL,15,2020-09-03 00:00:00,,BEST,0,362N,648W,30,1005,TD,34,NEQ,0,0,0,0,1013,120,60,40,0,L,0,,0,0,OMAR,S,12,NEQ,0,60,80,0,0
2607,AL,15,2020-09-03 06:00:00,,BEST,0,361N,630W,30,1005,TD,34,NEQ,0,0,0,0,1013,120,60,40,0,L,0,,0,0,OMAR,S,0,,0,0,0,0,6
2608,AL,15,2020-09-03 12:00:00,,BEST,0,361N,617W,30,1005,TD,34,NEQ,0,0,0,0,1013,120,60,40,0,L,0,,0,0,OMAR,S,0,,0,0,0,0,12
2609,AL,15,2020-09-03 18:00:00,,BEST,0,356N,605W,30,1005,TD,34,NEQ,0,0,0,0,1013,120,60,40,0,L,0,,0,0,OMAR,S,0,,0,0,0,0,18
2610,AL,15,2020-09-04 00:00:00,,BEST,0,353N,595W,30,1006,TD,34,NEQ,0,0,0,0,1014,100,50,35,0,L,0,,0,0,OMAR,S,12,NEQ,0,60,60,0,0
2611,AL,15,2020-09-04 06:00:00,,BEST,0,353N,588W,30,1006,TD,34,NEQ,0,0,0,0,1014,100,50,35,0,L,0,,0,0,OMAR,S,0,,0,0,0,0,6
2612,AL,15,2020-09-04 12:00:00,,BEST,0,353N,580W,30,1006,TD,34,NEQ,0,0,0,0,1014,100,50,40,0,L,0,,0,0,OMAR,S,0,,0,0,0,0,12
2613,AL,15,2020-09-04 18:00:00,,BEST,0,353N,575W,30,1006,TD,34,NEQ,0,0,0,0,1015,100,50,40,0,L,0,,0,0,OMAR,S,0,,0,0,0,0,18
2614,AL,15,2020-09-05 00:00:00,,BEST,0,355N,573W,30,1007,TD,34,NEQ,0,0,0,0,1015,100,50,40,0,L,0,,0,0,OMAR,S,0,,0,0,0,0,0
2615,AL,15,2020-09-05 06:00:00,,BEST,0,360N,573W,30,1008,TD,34,NEQ,0,0,0,0,1016,100,50,40,0,L,0,,0,0,OMAR,S,0,,0,0,0,0,6
2616,AL,15,2020-09-05 12:00:00,,BEST,0,368N,573W,30,1009,TD,34,NEQ,0,0,0,0,1016,100,50,40,0,L,0,,0,0,OMAR,S,0,,0,0,0,0,12
2617,AL,15,2020-09-05 18:00:00,,BEST,0,377N,571W,30,1010,LO,34,NEQ,0,0,0,0,1010,100,50,40,0,L,0,,0,0,OMAR,S,0,,0,0,0,0,18
2618,AL,15,2020-09-06 00:00:00,,BEST,0,388N,568W,30,1011,LO,34,NEQ,0,0,0,0,1010,100,50,0,0,,0,,0,0,OMAR,,0,,0,0,0,0,0
2619,AL,15,2020-09-06 06:00:00,,BEST,0,404N,556W,30,1012,LO,34,NEQ,0,0,0,0,1010,100,50,0,0,,0,,0,0,OMAR,,0,,0,0,0,0,6
2620,AL,18,2020-09-06 18:00:00,,BEST,0,146N,181W,25,1006,LO,0,,0,0,0,0,1008,180,80,35,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
2621,AL,18,2020-09-07 00:00:00,,BEST,0,148N,190W,25,1005,LO,0,,0,0,0,0,1009,180,70,35,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,0
2622,AL,18,2020-09-07 06:00:00,,BEST,0,152N,198W,30,1004,TD,0,,0,0,0,0,1006,180,60,40,0,L,0,,0,0,EIGHTEEN,M,0,,0,0,0,0,6
2623,AL,18,2020-09-07 12:00:00,,BEST,0,156N,207W,30,1003,TD,0,,0,0,0,0,1006,180,60,40,0,L,0,,0,0,EIGHTEEN,M,0,,0,0,0,0,12
2624,AL,18,2020-09-07 18:00:00,,BEST,0,159N,218W,35,1002,TS,34,NEQ,40,0,0,0,1006,180,40,45,0,L,0,,0,0,RENE,M,0,,0,0,0,0,18
2625,AL,18,2020-09-08 00:00:00,,BEST,0,161N,229W,35,1001,TS,34,NEQ,40,0,0,0,1006,180,40,45,0,L,0,,0,0,RENE,M,0,,0,0,0,0,0
2626,AL,18,2020-09-08 06:00:00,,BEST,0,163N,242W,35,1001,TS,34,NEQ,40,0,0,0,1007,180,40,45,0,L,0,,0,0,RENE,M,12,NEQ,40,0,0,0,6
2627,AL,18,2020-09-08 12:00:00,,BEST,0,164N,257W,35,1001,TS,34,NEQ,40,0,0,0,1007,180,40,45,0,L,0,,0,0,RENE,M,12,NEQ,40,0,0,0,12
2628,AL,18,2020-09-08 18:00:00,,BEST,0,166N,271W,30,1003,TD,0,,0,0,0,0,1008,240,50,45,0,L,0,,0,0,RENE,M,12,NEQ,45,0,0,0,18
2629,AL,18,2020-09-09 00:00:00,,BEST,0,168N,286W,30,1004,TD,0,,0,0,0,0,1008,200,60,40,0,L,0,,0,0,RENE,M,12,NEQ,60,0,0,0,0
2630,AL,18,2020-09-09 06:00:00,,BEST,0,171N,300W,30,1004,TD,0,,0,0,0,0,1008,200,60,40,0,L,0,,0,0,RENE,M,12,NEQ,75,0,0,45,6
2631,AL,18,2020-09-09 12:00:00,,BEST,0,173N,312W,35,1003,TS,34,NEQ,0,0,0,60,1012,220,60,45,0,L,0,,0,0,RENE,M,12,NEQ,75,0,0,45,12
2632,AL,18,2020-09-09 18:00:00,,BEST,0,176N,324W,35,1003,TS,34,NEQ,0,0,0,60,1010,200,60,45,0,L,0,,0,0,RENE,M,0,,0,0,0,0,18
2633,AL,18,2020-09-10 00:00:00,,BEST,0,179N,335W,35,1003,TS,34,NEQ,0,0,0,60,1010,200,60,45,0,L,0,,0,0,RENE,M,12,NEQ,75,0,0,30,0
2634,AL,18,2020-09-10 06:00:00,,BEST,0,181N,344W,35,1003,TS,34,NEQ,0,0,0,60,1010,200,60,45,0,L,0,,0,0,RENE,M,12,NEQ,75,0,0,30,6
2635,AL,18,2020-09-10 12:00:00,,BEST,0,184N,353W,40,1002,TS,34,NEQ,60,20,0,60,1012,180,50,55,0,L,0,,0,0,RENE,M,12,NEQ,90,0,0,45,12
2636,AL,18,2020-09-10 18:00:00,,BEST,0,188N,363W,40,1002,TS,34,NEQ,60,20,0,60,1010,150,50,55,0,L,0,,0,0,RENE,M,12,NEQ,90,0,0,60,18
2637,AL,18,2020-09-11 00:00:00,,BEST,0,191N,372W,35,1003,TS,34,NEQ,60,20,0,60,1011,150,50,50,0,L,0,,0,0,RENE,M,12,NEQ,90,0,0,60,0
2638,AL,18,2020-09-11 06:00:00,,BEST,0,195N,382W,35,1003,TS,34,NEQ,60,20,0,60,1011,150,50,50,0,L,0,,0,0,RENE,M,12,NEQ,90,0,0,60,6
2639,AL,18,2020-09-11 12:00:00,,BEST,0,199N,393W,35,1004,TS,34,NEQ,60,0,0,60,1011,150,50,45,0,L,0,,0,0,RENE,M,12,NEQ,90,0,0,60,12
2640,AL,18,2020-09-11 18:00:00,,BEST,0,204N,406W,35,1004,TS,34,NEQ,60,0,0,60,1009,130,50,45,0,L,0,,0,0,RENE,M,12,NEQ,60,0,0,60,18
2641,AL,18,2020-09-12 00:00:00,,BEST,0,211N,418W,35,1004,TS,34,NEQ,60,0,0,60,1009,130,50,45,0,L,0,,0,0,RENE,M,12,NEQ,60,0,0,60,0
2642,AL,18,2020-09-12 06:00:00,,BEST,0,219N,429W,35,1004,TS,34,NEQ,50,0,0,50,1008,120,50,45,0,L,0,,0,0,RENE,M,12,NEQ,75,0,0,45,6
2643,AL,18,2020-09-12 12:00:00,,BEST,0,228N,440W,30,1006,TD,0,,0,0,0,0,1008,120,50,40,0,L,0,,0,0,RENE,M,12,NEQ,75,0,0,45,12
2644,AL,18,2020-09-12 18:00:00,,BEST,0,237N,450W,30,1007,TD,0,,0,0,0,0,1008,100,50,40,0,L,0,,0,0,RENE,M,0,,0,0,0,0,18
2645,AL,18,2020-09-13 00:00:00,,BEST,0,247N,460W,30,1008,TD,0,,0,0,0,0,1013,100,50,35,0,L,0,,0,0,RENE,S,12,NEQ,0,0,0,30,0
2646,AL,18,2020-09-13 06:00:00,,BEST,0,258N,469W,30,1009,TD,0,,0,0,0,0,1013,100,50,35,0,L,0,,0,0,RENE,S,0,,0,0,0,0,6
2647,AL,18,2020-09-13 12:00:00,,BEST,0,267N,473W,30,1009,TD,0,,0,0,0,0,1013,100,50,35,0,L,0,,0,0,RENE,S,0,,0,0,0,0,12
2648,AL,18,2020-09-13 18:00:00,,BEST,0,274N,475W,25,1009,TD,0,,0,0,0,0,1013,100,50,35,0,L,0,,0,0,RENE,S,0,,0,0,0,0,18
2649,AL,18,2020-09-14 00:00:00,,BEST,0,275N,478W,25,1009,TD,0,,0,0,0,0,1013,100,50,35,0,L,0,,0,0,RENE,S,0,,0,0,0,0,0
2650,AL,18,2020-09-14 06:00:00,,BEST,0,276N,480W,25,1009,TD,0,,0,0,0,0,1013,100,50,35,0,L,0,,0,0,RENE,S,0,,0,0,0,0,6
2651,AL,18,2020-09-14 12:00:00,,BEST,0,275N,484W,25,1009,TD,0,,0,0,0,0,1014,100,50,35,0,L,0,,0,0,RENE,S,0,,0,0,0,0,12
2652,AL,16,2020-09-01 06:00:00,,BEST,0,159N,752W,35,1006,TS,34,NEQ,60,0,0,0,1011,120,40,40,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,6
2653,AL,16,2020-09-01 12:00:00,,BEST,0,163N,768W,40,1004,TS,34,NEQ,60,0,0,60,1011,120,20,45,0,L,0,,0,0,SIXTEEN,D,0,,0,0,0,0,12
2654,AL,16,2020-09-01 18:00:00,,BEST,0,167N,784W,50,1002,TS,34,NEQ,60,0,0,60,1011,120,10,55,0,L,0,,0,0,NANA,D,12,NEQ,70,0,0,70,18
2655,AL,16,2020-09-01 18:00:00,,BEST,0,167N,784W,50,1002,TS,50,NEQ,20,0,0,0,1011,120,10,55,0,L,0,,0,0,NANA,D,12,NEQ,70,0,0,70,18
2656,AL,16,2020-09-02 00:00:00,,BEST,0,170N,801W,50,1000,TS,34,NEQ,60,30,0,60,1009,120,10,60,0,L,0,,0,0,NANA,D,12,NEQ,90,0,0,70,0
2657,AL,16,2020-09-02 00:00:00,,BEST,0,170N,801W,50,1000,TS,50,NEQ,20,0,0,0,1009,120,10,60,0,L,0,,0,0,NANA,D,12,NEQ,90,0,0,70,0
2658,AL,16,2020-09-02 06:00:00,,BEST,0,170N,819W,50,998,TS,34,NEQ,60,30,0,60,1010,100,10,60,0,L,0,,0,0,NANA,D,12,NEQ,90,0,0,70,6
2659,AL,16,2020-09-02 06:00:00,,BEST,0,170N,819W,50,998,TS,50,NEQ,20,0,0,20,1010,100,10,60,0,L,0,,0,0,NANA,D,12,NEQ,90,0,0,70,6
2660,AL,16,2020-09-02 12:00:00,,BEST,0,171N,837W,50,998,TS,34,NEQ,60,30,0,60,1009,100,10,60,0,L,0,,0,0,NANA,D,12,NEQ,120,0,0,70,12
2661,AL,16,2020-09-02 12:00:00,,BEST,0,171N,837W,50,998,TS,50,NEQ,20,10,0,20,1009,100,10,60,0,L,0,,0,0,NANA,D,12,NEQ,120,0,0,70,12
2662,AL,16,2020-09-02 18:00:00,,BEST,0,171N,853W,50,998,TS,34,NEQ,60,30,0,60,1009,100,10,60,0,L,0,,0,0,NANA,D,12,NEQ,75,30,0,60,18
2663,AL,16,2020-09-02 18:00:00,,BEST,0,171N,853W,50,998,TS,50,NEQ,20,10,0,20,1009,100,10,60,0,L,0,,0,0,NANA,D,12,NEQ,75,30,0,60,18
2664,AL,16,2020-09-03 00:00:00,,BEST,0,170N,868W,60,994,TS,34,NEQ,60,40,20,60,1007,80,10,65,0,L,0,,0,0,NANA,D,12,NEQ,90,30,0,60,0
2665,AL,16,2020-09-03 00:00:00,,BEST,0,170N,868W,60,994,TS,50,NEQ,20,20,0,10,1007,80,10,65,0,L,0,,0,0,NANA,D,12,NEQ,90,30,0,60,0
2666,AL,16,2020-09-03 03:00:00,,BEST,0,169N,875W,65,994,HU,34,NEQ,60,40,20,60,1007,80,10,0,0,,0,,0,0,NANA,,0,,0,0,0,0,3
2667,AL,16,2020-09-03 03:00:00,,BEST,0,169N,875W,65,994,HU,50,NEQ,20,20,0,20,1007,80,10,0,0,,0,,0,0,NANA,,0,,0,0,0,0,3
2668,AL,16,2020-09-03 03:00:00,,BEST,0,169N,875W,65,994,HU,64,NEQ,10,0,0,10,1007,80,10,0,0,,0,,0,0,NANA,,0,,0,0,0,0,3
2669,AL,16,2020-09-03 06:00:00,,BEST,0,168N,883W,65,994,HU,34,NEQ,60,40,20,60,1009,80,10,80,0,L,0,,0,0,NANA,D,12,NEQ,90,30,0,60,6
2670,AL,16,2020-09-03 06:00:00,,BEST,0,168N,883W,65,994,HU,50,NEQ,20,20,0,20,1009,80,10,80,0,L,0,,0,0,NANA,D,12,NEQ,90,30,0,60,6
2671,AL,16,2020-09-03 06:00:00,,BEST,0,168N,883W,65,994,HU,64,NEQ,10,0,0,10,1009,80,10,80,0,L,0,,0,0,NANA,D,12,NEQ,90,30,0,60,6
2672,AL,16,2020-09-03 12:00:00,,BEST,0,164N,896W,45,1001,TS,34,NEQ,40,40,20,40,1009,80,10,55,0,L,0,,0,0,NANA,D,12,NEQ,90,30,0,0,12
2673,AL,16,2020-09-03 18:00:00,,BEST,0,161N,905W,30,1005,TD,0,,0,0,0,0,1009,80,10,45,0,L,0,,0,0,NANA,D,0,,0,0,0,0,18
2674,AL,16,2020-09-04 00:00:00,,BEST,0,158N,914W,20,1007,LO,0,,0,0,0,0,1008,60,30,35,0,L,0,,0,0,NANA,M,0,,0,0,0,0,0
2675,EP,16,2020-09-12 18:00:00,,BEST,0,158N,1120W,30,1005,TD,0,,0,0,0,0,1008,180,80,0,0,E,0,,0,0,INVEST,S,0,,0,0,0,0,18
2676,EP,16,2020-09-13 00:00:00,,BEST,0,164N,1126W,30,1005,TD,0,,0,0,0,0,1008,180,80,40,0,E,0,,0,0,SIXTEEN,S,0,,0,0,0,0,0
2677,EP,16,2020-09-13 06:00:00,,BEST,0,170N,1134W,35,1003,TS,34,NEQ,0,0,80,0,1008,180,80,45,0,E,0,,0,0,SIXTEEN,M,12,NEQ,0,80,0,0,6
2678,EP,16,2020-09-13 12:00:00,,BEST,0,174N,1145W,40,1001,TS,34,NEQ,0,50,100,0,1007,210,80,50,0,E,0,,0,0,KARINA,M,0,,0,0,0,0,12
2679,EP,16,2020-09-13 18:00:00,,BEST,0,176N,1156W,40,1001,TS,34,NEQ,30,100,130,0,1007,240,60,50,0,E,0,,0,0,KARINA,M,12,NEQ,60,60,0,0,18
2680,EP,16,2020-09-14 00:00:00,,BEST,0,177N,1165W,40,1001,TS,34,NEQ,30,100,130,0,1007,270,60,50,0,E,0,,0,0,KARINA,M,12,NEQ,60,60,30,0,0
2681,EP,16,2020-09-14 06:00:00,,BEST,0,178N,1173W,40,1001,TS,34,NEQ,30,100,130,0,1007,270,60,50,0,E,0,,0,0,KARINA,M,12,NEQ,120,90,0,60,6
2682,EP,16,2020-09-14 12:00:00,,BEST,0,179N,1180W,40,1001,TS,34,NEQ,50,100,130,0,1007,270,60,50,0,E,0,,0,0,KARINA,M,12,NEQ,180,150,120,0,12
2683,EP,16,2020-09-14 18:00:00,,BEST,0,182N,1187W,45,998,TS,34,NEQ,80,150,150,0,1007,270,70,50,0,E,0,,0,0,KARINA,M,12,NEQ,180,150,120,0,18
2684,EP,16,2020-09-15 00:00:00,,BEST,0,187N,1193W,50,996,TS,34,NEQ,80,150,150,50,1009,290,80,55,0,E,0,,0,0,KARINA,D,12,NEQ,180,270,120,60,0
2685,EP,16,2020-09-15 00:00:00,,BEST,0,187N,1193W,50,996,TS,50,NEQ,40,0,0,0,1009,290,80,55,0,E,0,,0,0,KARINA,D,12,NEQ,180,270,120,60,0
2686,EP,16,2020-09-15 06:00:00,,BEST,0,193N,1201W,50,996,TS,34,NEQ,80,120,120,50,1011,270,40,60,0,E,0,,0,0,KARINA,D,12,NEQ,180,270,120,60,6
2687,EP,16,2020-09-15 06:00:00,,BEST,0,193N,1201W,50,996,TS,50,NEQ,40,0,0,0,1011,270,40,60,0,E,0,,0,0,KARINA,D,12,NEQ,180,270,120,60,6
2688,EP,16,2020-09-15 12:00:00,,BEST,0,200N,1209W,50,996,TS,34,NEQ,80,90,90,50,1011,270,40,60,0,E,0,,0,0,KARINA,D,12,NEQ,240,240,150,75,12
2689,EP,16,2020-09-15 12:00:00,,BEST,0,200N,1209W,50,996,TS,50,NEQ,40,0,0,0,1011,270,40,60,0,E,0,,0,0,KARINA,D,12,NEQ,240,240,150,75,12
2690,EP,16,2020-09-15 18:00:00,,BEST,0,206N,1217W,50,998,TS,34,NEQ,80,90,60,50,1014,300,40,60,0,E,0,,0,0,KARINA,D,12,NEQ,240,240,120,90,18
2691,EP,16,2020-09-15 18:00:00,,BEST,0,206N,1217W,50,998,TS,50,NEQ,40,20,20,0,1014,300,40,60,0,E,0,,0,0,KARINA,D,12,NEQ,240,240,120,90,18
2692,EP,16,2020-09-16 00:00:00,,BEST,0,213N,1225W,50,998,TS,34,NEQ,80,60,50,50,1012,300,40,60,0,E,0,,0,0,KARINA,D,0,,0,0,0,0,0
2693,EP,16,2020-09-16 00:00:00,,BEST,0,213N,1225W,50,998,TS,50,NEQ,40,20,20,40,1012,300,40,60,0,E,0,,0,0,KARINA,D,0,,0,0,0,0,0
2694,EP,16,2020-09-16 06:00:00,,BEST,0,219N,1231W,40,1002,TS,34,NEQ,80,0,0,60,1012,300,40,50,0,E,0,,0,0,KARINA,D,12,NEQ,240,210,120,120,6
2695,EP,16,2020-09-16 12:00:00,,BEST,0,224N,1236W,35,1004,TS,34,NEQ,80,0,0,60,1012,300,40,45,0,E,0,,0,0,KARINA,D,12,NEQ,180,150,90,120,12
2696,EP,16,2020-09-16 18:00:00,,BEST,0,228N,1241W,30,1006,LO,0,,0,0,0,0,1013,240,90,40,0,E,0,,0,0,KARINA,S,12,NEQ,180,75,60,120,18
2697,EP,16,2020-09-17 00:00:00,,BEST,0,231N,1246W,30,1006,LO,0,,0,0,0,0,1013,180,90,40,0,E,0,,0,0,KARINA,S,12,NEQ,120,75,60,120,0
2698,EP,16,2020-09-17 06:00:00,,BEST,0,233N,1250W,30,1006,LO,0,,0,0,0,0,1013,180,90,0,0,,0,,0,0,KARINA,,0,,0,0,0,0,6
2699,EP,16,2020-09-17 12:00:00,,BEST,0,235N,1255W,30,1007,LO,0,,0,0,0,0,1013,180,90,0,0,,0,,0,0,KARINA,,0,,0,0,0,0,12
2700,EP,16,2020-09-17 18:00:00,,BEST,0,236N,1260W,25,1008,LO,0,,0,0,0,0,1013,180,90,0,0,,0,,0,0,KARINA,,0,,0,0,0,0,18
2701,EP,16,2020-09-18 00:00:00,,BEST,0,236N,1265W,25,1008,LO,0,,0,0,0,0,1013,180,90,0,0,,0,,0,0,KARINA,,0,,0,0,0,0,0
2702,EP,16,2020-09-18 06:00:00,,BEST,0,236N,1268W,25,1008,LO,0,,0,0,0,0,1013,180,90,0,0,,0,,0,0,KARINA,,0,,0,0,0,0,6
2703,AL,C1,2020-07-20 18:00:00,,BEST,0,229N,783W,20,1012,DB,0,,0,0,0,0,1013,100,100,0,0,,0,,0,0,GENESIS018,,0,,0,0,0,0,18
