,BASIN,CYCLONE NO,DATE,TECHNUM,TECH,TAU,LAT,LON,VMAX,MSLP,TYPE,RAD,WINDCODE,RAD1,RAD2,RAD3,RAD4,P Outer,R Outer,RMW,GUSTS,EYE,SUBREGION,MAXSEAS,INITIALS,DIR,SPEED,NAME,DEPTH,SEAS,SEASCODE,SEAS1,SEAS2,SEAS3,SEAS4,TIME
0,EP,13,2020-08-25 06:00:00,,BEST,0,161N,1076W,25,1006,LO,0,,0,0,0,0,1009,120,50,35,0,E,0,,0,0,INVEST,M,0,,0,0,0,0,6
1,EP,13,2020-08-25 12:00:00,,BEST,0,163N,1075W,25,1006,LO,0,,0,0,0,0,1009,120,50,35,0,E,0,,0,0,INVEST,M,0,,0,0,0,0,12
2,EP,13,2020-08-25 18:00:00,,BEST,0,165N,1074W,30,1006,LO,0,,0,0,0,0,1009,120,50,40,0,E,0,,0,0,INVEST,M,0,,0,0,0,0,18
3,EP,13,2020-08-26 00:00:00,,BEST,0,168N,1072W,30,1006,LO,0,,0,0,0,0,1010,120,40,45,0,E,0,,0,0,INVEST,M,0,,0,0,0,0,0
4,EP,13,2020-08-26 06:00:00,,BEST,0,172N,1068W,35,1005,TS,34,NEQ,0,40,70,0,1010,120,40,40,0,E,0,,0,0,THIRTEEN,M,0,,0,0,0,0,6
5,EP,13,2020-08-26 12:00:00,,BEST,0,172N,1063W,35,1005,TS,34,NEQ,0,50,70,0,1010,120,50,40,0,E,0,,0,0,THIRTEEN,M,12,NEQ,0,150,120,0,12
6,EP,13,2020-08-26 18:00:00,,BEST,0,176N,1058W,35,1004,TS,34,NEQ,0,70,90,0,1010,120,60,0,0,E,0,,0,0,HERNAN,M,0,,0,0,0,0,18
7,EP,13,2020-08-27 00:00:00,,BEST,0,180N,1058W,35,1004,TS,34,NEQ,0,70,90,0,1010,120,60,45,0,E,0,,0,0,HERNAN,M,12,NEQ,0,120,120,0,0
8,EP,13,2020-08-27 06:00:00,,BEST,0,184N,1058W,40,1001,TS,34,NEQ,0,70,90,0,1010,120,60,50,0,E,0,,0,0,HERNAN,M,12,NEQ,0,120,120,0,6
9,EP,13,2020-08-27 12:00:00,,BEST,0,188N,1059W,40,1001,TS,34,NEQ,0,70,90,0,1010,120,60,50,0,E,0,,0,0,HERNAN,M,12,NEQ,0,150,120,0,12
10,EP,13,2020-08-27 18:00:00,,BEST,0,194N,1060W,35,1004,TS,34,NEQ,0,50,90,0,1010,120,60,45,0,E,0,,0,0,HERNAN,M,12,NEQ,0,210,150,0,18
11,EP,13,2020-08-28 00:00:00,,BEST,0,207N,1061W,35,1004,TS,34,NEQ,30,50,70,0,1010,120,60,45,0,E,0,,0,0,HERNAN,M,12,NEQ,60,120,90,60,0
12,EP,13,2020-08-28 06:00:00,,BEST,0,224N,1067W,35,1004,TS,34,NEQ,30,40,0,0,1010,120,40,45,0,E,0,,0,0,HERNAN,M,12,NEQ,60,120,90,60,6
13,EP,13,2020-08-28 12:00:00,,BEST,0,231N,1086W,30,1006,TD,0,,0,0,0,0,1010,120,40,40,0,E,0,,0,0,HERNAN,M,0,,0,0,0,0,12
14,EP,13,2020-08-28 18:00:00,,BEST,0,230N,1096W,25,1008,LO,0,,0,0,0,0,1010,130,120,35,0,E,0,,0,0,HERNAN,M,12,NEQ,60,120,90,60,18
15,EP,A3,2020-06-22 00:00:00,,BEST,0,108N,1291W,25,0,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS007,,0,,0,0,0,0,0
16,EP,A3,2020-06-22 06:00:00,,BEST,0,108N,1295W,25,1012,DB,0,,0,0,0,0,1014,100,60,0,0,,0,,0,0,GENESIS007,,0,,0,0,0,0,6
17,EP,A3,2020-06-22 12:00:00,,BEST,0,107N,1300W,15,1012,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS007,,0,,0,0,0,0,12
18,EP,A3,2020-06-22 18:00:00,,BEST,0,107N,1300W,25,1012,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS007,,0,,0,0,0,0,18
19,EP,A3,2020-06-23 00:00:00,,BEST,0,106N,1302W,25,1012,LO,0,,0,0,0,0,1014,100,60,0,0,E,0,,0,0,INVEST,S,0,,0,0,0,0,0
20,EP,A3,2020-06-23 06:00:00,,BEST,0,104N,1303W,25,1010,LO,0,,0,0,0,0,1013,100,30,0,0,E,0,,0,0,INVEST,M,0,,0,0,0,0,6
21,EP,A3,2020-06-23 12:00:00,,BEST,0,102N,1304W,25,1009,LO,0,,0,0,0,0,1012,100,30,0,0,E,0,,0,0,INVEST,M,0,,0,0,0,0,12
22,EP,A3,2020-06-23 18:00:00,,BEST,0,100N,1307W,25,1007,LO,0,,0,0,0,0,1010,140,130,0,0,E,0,,0,0,INVEST,M,0,,0,0,0,0,18
23,EP,A3,2020-06-24 00:00:00,,BEST,0,100N,1313W,25,1007,LO,0,,0,0,0,0,1010,140,130,0,0,E,0,,0,0,INVEST,M,0,,0,0,0,0,0
24,EP,A3,2020-06-24 06:00:00,,BEST,0,100N,1319W,25,1007,LO,0,,0,0,0,0,1010,140,50,0,0,E,0,,0,0,INVEST,M,0,,0,0,0,0,6
25,EP,A3,2020-06-24 12:00:00,,BEST,0,101N,1326W,30,1007,LO,34,NEQ,0,0,0,0,1010,140,50,40,0,E,0,,0,0,INVEST,M,0,,0,0,0,0,12
26,AL,B4,2020-08-01 06:00:00,,BEST,0,160N,515W,15,1014,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS023,,0,,0,0,0,0,6
27,AL,B4,2020-08-01 12:00:00,,BEST,0,164N,530W,20,1014,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS023,,0,,0,0,0,0,12
28,AL,B4,2020-08-01 18:00:00,,BEST,0,169N,545W,20,1014,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS023,,0,,0,0,0,0,18
29,AL,B4,2020-08-02 00:00:00,,BEST,0,175N,560W,25,1014,DB,0,,0,0,0,0,1015,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
30,AL,B4,2020-08-02 06:00:00,,BEST,0,181N,575W,25,1013,DB,0,,0,0,0,0,1015,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,6
31,AL,B4,2020-08-02 12:00:00,,BEST,0,189N,586W,25,1013,DB,0,,0,0,0,0,1015,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
32,AL,B4,2020-08-02 18:00:00,,BEST,0,198N,599W,25,1012,DB,0,,0,0,0,0,1015,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
33,AL,B4,2020-08-03 00:00:00,,BEST,0,206N,613W,25,1013,DB,0,,0,0,0,0,1015,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
34,AL,B4,2020-08-03 06:00:00,,BEST,0,214N,628W,25,1014,DB,0,,0,0,0,0,1016,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,6
35,AL,B4,2020-08-03 12:00:00,,BEST,0,235N,637W,25,1014,DB,0,,0,0,0,0,1016,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
36,AL,B4,2020-08-03 18:00:00,,BEST,0,255N,646W,25,1014,DB,0,,0,0,0,0,1016,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
37,AL,B4,2020-08-04 00:00:00,,BEST,0,262N,667W,25,1014,DB,0,,0,0,0,0,1016,120,90,0,0,,0,,0,0,INVEST,,0,,0,0,0,0,0
38,AL,B4,2020-08-04 06:00:00,,BEST,0,270N,679W,25,1014,DB,0,,0,0,0,0,1016,120,90,0,0,,0,,0,0,INVEST,,0,,0,0,0,0,6
39,AL,B4,2020-08-04 12:00:00,,BEST,0,283N,682W,25,1014,DB,0,,0,0,0,0,1016,120,90,0,0,,0,,0,0,INVEST,,0,,0,0,0,0,12
40,AL,B4,2020-08-04 18:00:00,,BEST,0,294N,687W,20,1014,DB,0,,0,0,0,0,1016,120,90,0,0,,0,,0,0,INVEST,,0,,0,0,0,0,18
41,AL,B4,2020-08-05 00:00:00,,BEST,0,298N,689W,15,1015,LO,0,,0,0,0,0,1016,120,40,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
42,AL,B4,2020-08-05 06:00:00,,BEST,0,298N,693W,15,1016,LO,0,,0,0,0,0,1018,120,50,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,6
43,AL,B4,2020-08-05 12:00:00,,BEST,0,299N,693W,20,1015,LO,34,NEQ,0,0,0,0,1018,110,50,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
44,EP,B2,2020-08-11 06:00:00,,BEST,0,116N,1260W,20,0,DB,0,,0,0,0,0,1011,100,60,0,0,,0,,0,0,GENESIS018,,0,,0,0,0,0,6
45,EP,B2,2020-08-11 12:00:00,,BEST,0,120N,1260W,20,0,DB,0,,0,0,0,0,1011,100,60,0,0,,0,,0,0,GENESIS018,,0,,0,0,0,0,12
46,EP,B2,2020-08-11 18:00:00,,BEST,0,123N,1258W,25,1008,DB,0,,0,0,0,0,1011,100,60,0,0,E,0,,0,0,INVEST,S,0,,0,0,0,0,18
47,EP,B2,2020-08-12 00:00:00,,BEST,0,126N,1257W,25,1007,DB,0,,0,0,0,0,1008,100,90,0,0,E,0,,0,0,INVEST,S,0,,0,0,0,0,0
48,EP,B2,2020-08-12 06:00:00,,BEST,0,130N,1258W,25,1008,DB,0,,0,0,0,0,1011,120,90,0,0,E,0,,0,0,INVEST,S,0,,0,0,0,0,6
49,EP,B2,2020-08-12 12:00:00,,BEST,0,131N,1263W,25,1006,DB,0,,0,0,0,0,1009,150,90,0,0,E,0,,0,0,INVEST,S,0,,0,0,0,0,12
50,EP,B2,2020-08-12 18:00:00,,BEST,0,132N,1271W,25,1006,LO,0,,0,0,0,0,1009,150,50,0,0,E,0,,0,0,INVEST,S,0,,0,0,0,0,18
51,EP,B2,2020-08-13 00:00:00,,BEST,0,133N,1279W,25,1005,LO,0,,0,0,0,0,1007,150,40,35,0,E,0,,0,0,INVEST,S,0,,0,0,0,0,0
52,EP,B2,2020-08-13 06:00:00,,BEST,0,134N,1288W,30,1004,DB,0,,0,0,0,0,1008,120,40,40,0,E,0,,0,0,INVEST,S,0,,0,0,0,0,6
53,AL,A6,2020-06-28 06:00:00,,BEST,0,70N,390W,20,1009,DB,0,,0,0,0,0,1011,120,90,0,0,,0,,0,0,GENESIS013,,0,,0,0,0,0,6
54,AL,A6,2020-06-28 12:00:00,,BEST,0,74N,410W,20,1009,DB,0,,0,0,0,0,1011,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
55,AL,A6,2020-06-28 18:00:00,,BEST,0,79N,432W,20,1009,DB,0,,0,0,0,0,1011,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
56,AL,A6,2020-06-29 00:00:00,,BEST,0,82N,450W,25,1012,DB,0,,0,0,0,0,1013,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
57,AL,A6,2020-06-29 06:00:00,,BEST,0,87N,463W,25,1012,DB,0,,0,0,0,0,1013,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,6
58,AL,A6,2020-06-29 12:00:00,,BEST,0,93N,480W,25,1012,DB,0,,0,0,0,0,1013,120,90,0,0,,0,,0,0,INVEST,,0,,0,0,0,0,12
59,AL,A5,2020-06-20 12:00:00,,BEST,0,343N,729W,20,1014,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS011,,0,,0,0,0,0,12
60,AL,A5,2020-06-20 18:00:00,,BEST,0,346N,712W,20,1014,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS011,,0,,0,0,0,0,18
61,AL,A5,2020-06-21 00:00:00,,BEST,0,351N,697W,20,1014,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS011,,0,,0,0,0,0,0
62,AL,A5,2020-06-21 06:00:00,,BEST,0,357N,685W,20,1012,LO,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS011,,0,,0,0,0,0,6
63,AL,A5,2020-06-21 12:00:00,,BEST,0,366N,676W,25,1010,LO,0,,0,0,0,0,1015,180,60,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
64,AL,A5,2020-06-21 18:00:00,,BEST,0,379N,673W,30,1008,LO,0,,0,0,0,0,1015,180,45,0,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,18
65,AL,A5,2020-06-22 00:00:00,,BEST,0,386N,673W,30,1010,LO,0,,0,0,0,0,1015,180,60,0,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,0
66,AL,A5,2020-06-22 06:00:00,,BEST,0,386N,671W,30,1010,LO,0,,0,0,0,0,1015,180,60,0,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,6
67,AL,A5,2020-06-22 12:00:00,,BEST,0,384N,669W,30,1009,LO,0,,0,0,0,0,1015,180,60,0,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,12
68,AL,A5,2020-06-22 18:00:00,,BEST,0,381N,662W,30,1009,LO,34,NEQ,0,0,0,0,1015,180,60,40,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,18
69,EP,08,2020-07-20 00:00:00,,BEST,0,147N,1188W,30,1008,TD,0,,0,0,0,0,1011,100,40,0,0,E,0,,0,0,INVEST,S,0,,0,0,0,0,0
70,EP,08,2020-07-20 06:00:00,,BEST,0,143N,1191W,30,1008,TD,0,,0,0,0,0,1011,100,30,35,0,E,0,,0,0,INVEST,M,0,,0,0,0,0,6
71,EP,08,2020-07-20 12:00:00,,BEST,0,139N,1194W,30,1008,TD,0,,0,0,0,0,1011,100,30,40,0,E,0,,0,0,INVEST,M,0,,0,0,0,0,12
72,EP,08,2020-07-20 18:00:00,,BEST,0,135N,1200W,35,1006,TS,34,NEQ,0,0,0,30,1011,100,30,40,0,E,0,,0,0,EIGHT,M,0,,0,0,0,0,18
73,EP,08,2020-07-21 00:00:00,,BEST,0,133N,1210W,40,1004,TS,34,NEQ,30,20,20,30,1011,150,25,45,0,E,0,,0,0,EIGHT,M,0,,0,0,0,0,0
74,EP,08,2020-07-21 06:00:00,,BEST,0,130N,1223W,50,1001,TS,34,NEQ,30,30,30,30,1011,150,15,60,0,E,0,,0,0,DOUGLAS,D,12,NEQ,30,0,0,0,6
75,EP,08,2020-07-21 06:00:00,,BEST,0,130N,1223W,50,1001,TS,50,NEQ,20,0,0,0,1011,150,15,60,0,E,0,,0,0,DOUGLAS,D,12,NEQ,30,0,0,0,6
76,EP,08,2020-07-21 12:00:00,,BEST,0,126N,1236W,55,998,TS,34,NEQ,50,30,30,50,1011,150,15,65,0,E,0,,0,0,DOUGLAS,D,12,NEQ,30,30,0,0,12
77,EP,08,2020-07-21 12:00:00,,BEST,0,126N,1236W,55,998,TS,50,NEQ,20,0,0,0,1011,150,15,65,0,E,0,,0,0,DOUGLAS,D,12,NEQ,30,30,0,0,12
78,EP,08,2020-07-21 18:00:00,,BEST,0,122N,1248W,55,998,TS,34,NEQ,70,30,30,70,1010,180,15,65,0,E,0,,0,0,DOUGLAS,D,12,NEQ,60,60,30,30,18
79,EP,08,2020-07-21 18:00:00,,BEST,0,122N,1248W,55,998,TS,50,NEQ,20,0,0,20,1010,180,15,65,0,E,0,,0,0,DOUGLAS,D,12,NEQ,60,60,30,30,18
80,EP,08,2020-07-22 00:00:00,,BEST,0,121N,1261W,55,998,TS,34,NEQ,70,30,30,70,1010,180,15,65,0,E,0,,0,0,DOUGLAS,D,12,NEQ,75,75,30,60,0
81,EP,08,2020-07-22 00:00:00,,BEST,0,121N,1261W,55,998,TS,50,NEQ,20,0,0,20,1010,180,15,65,0,E,0,,0,0,DOUGLAS,D,12,NEQ,75,75,30,60,0
82,EP,08,2020-07-22 06:00:00,,BEST,0,118N,1275W,55,998,TS,34,NEQ,70,30,30,60,1010,180,15,65,0,E,0,,0,0,DOUGLAS,D,12,NEQ,90,90,60,90,6
83,EP,08,2020-07-22 06:00:00,,BEST,0,118N,1275W,55,998,TS,50,NEQ,20,0,0,20,1010,180,15,65,0,E,0,,0,0,DOUGLAS,D,12,NEQ,90,90,60,90,6
84,EP,08,2020-07-22 12:00:00,,BEST,0,116N,1289W,60,996,TS,34,NEQ,70,30,30,60,1011,210,15,65,0,E,0,,0,0,DOUGLAS,D,12,NEQ,90,90,60,90,12
85,EP,08,2020-07-22 12:00:00,,BEST,0,116N,1289W,60,996,TS,50,NEQ,20,0,0,20,1011,210,15,65,0,E,0,,0,0,DOUGLAS,D,12,NEQ,90,90,60,90,12
86,EP,08,2020-07-22 18:00:00,,BEST,0,119N,1303W,70,989,HU,34,NEQ,70,60,30,70,1011,210,10,85,0,E,0,,0,0,DOUGLAS,D,12,NEQ,90,90,60,90,18
87,EP,08,2020-07-22 18:00:00,,BEST,0,119N,1303W,70,989,HU,50,NEQ,30,10,10,30,1011,210,10,85,0,E,0,,0,0,DOUGLAS,D,12,NEQ,90,90,60,90,18
88,EP,08,2020-07-22 18:00:00,,BEST,0,119N,1303W,70,989,HU,64,NEQ,10,0,0,10,1011,210,10,85,0,E,0,,0,0,DOUGLAS,D,12,NEQ,90,90,60,90,18
89,EP,08,2020-07-23 00:00:00,,BEST,0,123N,1318W,80,981,HU,34,NEQ,70,80,30,70,1011,210,15,90,15,E,0,,0,0,DOUGLAS,D,12,NEQ,105,105,90,105,0
90,EP,08,2020-07-23 00:00:00,,BEST,0,123N,1318W,80,981,HU,50,NEQ,30,20,20,30,1011,210,15,90,15,E,0,,0,0,DOUGLAS,D,12,NEQ,105,105,90,105,0
91,EP,08,2020-07-23 00:00:00,,BEST,0,123N,1318W,80,981,HU,64,NEQ,15,0,0,15,1011,210,15,90,15,E,0,,0,0,DOUGLAS,D,12,NEQ,105,105,90,105,0
92,EP,08,2020-07-23 06:00:00,,BEST,0,128N,1333W,100,967,HU,34,NEQ,80,80,50,70,1010,190,15,120,0,E,0,,0,0,DOUGLAS,D,12,NEQ,120,120,90,120,6
93,EP,08,2020-07-23 06:00:00,,BEST,0,128N,1333W,100,967,HU,50,NEQ,40,40,30,30,1010,190,15,120,0,E,0,,0,0,DOUGLAS,D,12,NEQ,120,120,90,120,6
94,EP,08,2020-07-23 06:00:00,,BEST,0,128N,1333W,100,967,HU,64,NEQ,20,20,15,15,1010,190,15,120,0,E,0,,0,0,DOUGLAS,D,12,NEQ,120,120,90,120,6
95,EP,08,2020-07-23 12:00:00,,BEST,0,133N,1349W,105,964,HU,34,NEQ,80,80,50,70,1010,180,15,130,0,E,0,,0,0,DOUGLAS,D,12,NEQ,150,150,120,150,12
96,EP,08,2020-07-23 12:00:00,,BEST,0,133N,1349W,105,964,HU,50,NEQ,40,40,30,30,1010,180,15,130,0,E,0,,0,0,DOUGLAS,D,12,NEQ,150,150,120,150,12
97,EP,08,2020-07-23 12:00:00,,BEST,0,133N,1349W,105,964,HU,64,NEQ,25,20,20,20,1010,180,15,130,0,E,0,,0,0,DOUGLAS,D,12,NEQ,150,150,120,150,12
98,EP,08,2020-07-23 18:00:00,,BEST,0,138N,1365W,110,959,HU,34,NEQ,80,80,50,70,1010,180,15,135,0,E,0,,0,0,DOUGLAS,D,12,NEQ,165,135,135,135,18
99,EP,08,2020-07-23 18:00:00,,BEST,0,138N,1365W,110,959,HU,50,NEQ,40,40,30,30,1010,180,15,135,0,E,0,,0,0,DOUGLAS,D,12,NEQ,165,135,135,135,18
100,EP,08,2020-07-23 18:00:00,,BEST,0,138N,1365W,110,959,HU,64,NEQ,25,20,20,20,1010,180,15,135,0,E,0,,0,0,DOUGLAS,D,12,NEQ,165,135,135,135,18
101,EP,08,2020-07-24 00:00:00,,BEST,0,146N,1380W,115,954,HU,34,NEQ,80,80,50,70,1010,180,15,140,0,E,0,,0,0,DOUGLAS,D,12,NEQ,180,150,120,150,0
102,EP,08,2020-07-24 00:00:00,,BEST,0,146N,1380W,115,954,HU,50,NEQ,40,40,30,40,1010,180,15,140,0,E,0,,0,0,DOUGLAS,D,12,NEQ,180,150,120,150,0
103,EP,08,2020-07-24 00:00:00,,BEST,0,146N,1380W,115,954,HU,64,NEQ,25,20,20,20,1010,180,15,140,0,E,0,,0,0,DOUGLAS,D,12,NEQ,180,150,120,150,0
104,EP,08,2020-07-24 06:00:00,,BEST,0,153N,1395W,115,954,HU,34,NEQ,100,80,50,80,1010,180,15,140,0,E,0,,0,0,DOUGLAS,D,12,NEQ,180,150,120,150,6
105,EP,08,2020-07-24 06:00:00,,BEST,0,153N,1395W,115,954,HU,50,NEQ,40,40,30,40,1010,180,15,140,0,E,0,,0,0,DOUGLAS,D,12,NEQ,180,150,120,150,6
106,EP,08,2020-07-24 06:00:00,,BEST,0,153N,1395W,115,954,HU,64,NEQ,20,20,15,20,1010,180,15,140,0,E,0,,0,0,DOUGLAS,D,12,NEQ,180,150,120,150,6
107,EP,08,2020-07-24 12:00:00,,BEST,0,161N,1411W,105,962,HU,34,NEQ,100,80,50,85,1010,180,15,130,0,E,0,,0,0,DOUGLAS,D,12,NEQ,240,150,120,150,12
108,EP,08,2020-07-24 12:00:00,,BEST,0,161N,1411W,105,962,HU,50,NEQ,45,35,25,35,1010,180,15,130,0,E,0,,0,0,DOUGLAS,D,12,NEQ,240,150,120,150,12
109,EP,08,2020-07-24 12:00:00,,BEST,0,161N,1411W,105,962,HU,64,NEQ,20,20,15,20,1010,180,15,130,0,E,0,,0,0,DOUGLAS,D,12,NEQ,240,150,120,150,12
110,EP,08,2020-07-24 18:00:00,,BEST,0,167N,1427W,100,967,HU,34,NEQ,100,80,50,100,1012,150,15,120,0,E,0,,0,0,DOUGLAS,D,12,NEQ,240,170,120,170,18
111,EP,08,2020-07-24 18:00:00,,BEST,0,167N,1427W,100,967,HU,50,NEQ,60,50,30,60,1012,150,15,120,0,E,0,,0,0,DOUGLAS,D,12,NEQ,240,170,120,170,18
112,EP,08,2020-07-24 18:00:00,,BEST,0,167N,1427W,100,967,HU,64,NEQ,20,20,10,20,1012,150,15,120,0,E,0,,0,0,DOUGLAS,D,12,NEQ,240,170,120,170,18
113,EP,08,2020-07-25 00:00:00,,BEST,0,175N,1443W,100,967,HU,34,NEQ,90,80,50,80,1010,150,15,120,0,E,0,,0,0,DOUGLAS,D,12,NEQ,270,180,180,240,0
114,EP,08,2020-07-25 00:00:00,,BEST,0,175N,1443W,100,967,HU,50,NEQ,40,40,25,40,1010,150,15,120,0,E,0,,0,0,DOUGLAS,D,12,NEQ,270,180,180,240,0
115,EP,08,2020-07-25 00:00:00,,BEST,0,175N,1443W,100,967,HU,64,NEQ,20,20,10,20,1010,150,15,120,0,E,0,,0,0,DOUGLAS,D,12,NEQ,270,180,180,240,0
116,EP,08,2020-07-25 06:00:00,,BEST,0,182N,1459W,95,972,HU,34,NEQ,100,70,50,90,1012,150,15,115,0,E,0,,0,0,DOUGLAS,D,12,NEQ,270,180,180,240,6
117,EP,08,2020-07-25 06:00:00,,BEST,0,182N,1459W,95,972,HU,50,NEQ,45,40,25,45,1012,150,15,115,0,E,0,,0,0,DOUGLAS,D,12,NEQ,270,180,180,240,6
118,EP,08,2020-07-25 06:00:00,,BEST,0,182N,1459W,95,972,HU,64,NEQ,25,25,15,20,1012,150,15,115,0,E,0,,0,0,DOUGLAS,D,12,NEQ,270,180,180,240,6
119,EP,08,2020-07-25 12:00:00,,BEST,0,187N,1476W,90,975,HU,34,NEQ,90,60,50,90,1011,140,15,110,0,E,0,,0,0,DOUGLAS,D,0,,0,0,0,0,12
120,EP,08,2020-07-25 12:00:00,,BEST,0,187N,1476W,90,975,HU,50,NEQ,40,35,25,40,1011,140,15,110,0,E,0,,0,0,DOUGLAS,D,0,,0,0,0,0,12
121,EP,08,2020-07-25 12:00:00,,BEST,0,187N,1476W,90,975,HU,64,NEQ,20,15,15,20,1011,140,15,110,0,E,0,,0,0,DOUGLAS,D,0,,0,0,0,0,12
122,EP,08,2020-07-25 18:00:00,,BEST,0,191N,1492W,85,982,HU,34,NEQ,95,60,40,90,1012,140,15,105,0,E,0,,0,0,DOUGLAS,D,12,NEQ,230,160,120,180,18
123,EP,08,2020-07-25 18:00:00,,BEST,0,191N,1492W,85,982,HU,50,NEQ,45,35,20,40,1012,140,15,105,0,E,0,,0,0,DOUGLAS,D,12,NEQ,230,160,120,180,18
124,EP,08,2020-07-25 18:00:00,,BEST,0,191N,1492W,85,982,HU,64,NEQ,25,15,15,20,1012,140,15,105,0,E,0,,0,0,DOUGLAS,D,12,NEQ,230,160,120,180,18
125,EP,08,2020-07-26 00:00:00,,BEST,0,197N,1507W,80,982,HU,34,NEQ,100,60,45,95,1012,140,15,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,225,160,120,180,0
126,EP,08,2020-07-26 00:00:00,,BEST,0,197N,1507W,80,982,HU,50,NEQ,50,35,20,40,1012,140,15,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,225,160,120,180,0
127,EP,08,2020-07-26 00:00:00,,BEST,0,197N,1507W,80,982,HU,64,NEQ,30,15,15,25,1012,140,15,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,225,160,120,180,0
128,EP,08,2020-07-26 06:00:00,,BEST,0,201N,1521W,80,983,HU,34,NEQ,90,60,45,90,1013,150,15,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,240,125,125,240,6
129,EP,08,2020-07-26 06:00:00,,BEST,0,201N,1521W,80,983,HU,50,NEQ,40,35,25,40,1013,150,15,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,240,125,125,240,6
130,EP,08,2020-07-26 06:00:00,,BEST,0,201N,1521W,80,983,HU,64,NEQ,20,15,10,20,1013,150,15,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,240,125,125,240,6
131,EP,08,2020-07-26 12:00:00,,BEST,0,205N,1536W,80,983,HU,34,NEQ,90,60,40,90,1011,120,15,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,240,125,125,240,12
132,EP,08,2020-07-26 12:00:00,,BEST,0,205N,1536W,80,983,HU,50,NEQ,40,35,20,40,1011,120,15,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,240,125,125,240,12
133,EP,08,2020-07-26 12:00:00,,BEST,0,205N,1536W,80,983,HU,64,NEQ,25,15,10,25,1011,120,15,100,0,E,0,,0,0,DOUGLAS,D,12,NEQ,240,125,125,240,12
134,EP,08,2020-07-26 18:00:00,,BEST,0,210N,1551W,75,987,HU,34,NEQ,100,60,40,100,1011,130,20,90,0,E,0,,0,0,DOUGLAS,D,12,NEQ,225,130,140,225,18
135,EP,08,2020-07-26 18:00:00,,BEST,0,210N,1551W,75,987,HU,50,NEQ,40,25,20,35,1011,130,20,90,0,E,0,,0,0,DOUGLAS,D,12,NEQ,225,130,140,225,18
136,EP,08,2020-07-26 18:00:00,,BEST,0,210N,1551W,75,987,HU,64,NEQ,25,10,10,25,1011,130,20,90,0,E,0,,0,0,DOUGLAS,D,12,NEQ,225,130,140,225,18
137,EP,08,2020-07-27 00:00:00,,BEST,0,217N,1566W,75,989,HU,34,NEQ,100,40,40,100,1012,130,30,90,0,E,0,,0,0,DOUGLAS,D,12,NEQ,225,130,140,225,0
138,EP,08,2020-07-27 00:00:00,,BEST,0,217N,1566W,75,989,HU,50,NEQ,55,30,20,45,1012,130,30,90,0,E,0,,0,0,DOUGLAS,D,12,NEQ,225,130,140,225,0
139,EP,08,2020-07-27 00:00:00,,BEST,0,217N,1566W,75,989,HU,64,NEQ,35,20,10,25,1012,130,30,90,0,E,0,,0,0,DOUGLAS,D,12,NEQ,225,130,140,225,0
